"Index","Date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
55,2021-11-15,337.540008544922,337.880004882812,334.029998779297,336.070007324219,16723000,330.08984375
56,2021-11-16,335.679992675781,340.670013427734,335.510009765625,339.510009765625,20886800,333.468658447266
57,2021-11-17,338.940002441406,342.190002441406,338,339.119995117188,19053400,333.694946289062
58,2021-11-18,338.179992675781,342.450012207031,337.119995117188,341.269989013672,22463500,335.810516357422
59,2021-11-19,342.640014648438,345.100006103516,342.200012207031,343.109985351562,21963400,337.62109375
60,2021-11-22,344.619995117188,349.670013427734,339.549987792969,339.829986572266,31031100,334.393615722656
61,2021-11-23,337.049987792969,339.450012207031,333.559997558594,337.679992675781,30427600,332.278015136719
62,2021-11-24,336.279998779297,338.160003662109,333.910003662109,337.910003662109,21661300,332.504302978516
63,2021-11-26,334.350006103516,337.929992675781,328.119995117188,329.679992675781,24217200,324.405975341797
64,2021-11-29,334.940002441406,339.029998779297,334.739990234375,336.630004882812,28563500,331.244812011719
65,2021-11-30,335.320007324219,337.779998779297,328.989990234375,330.589996337891,42885600,325.301391601562
66,2021-12-01,335.130004882812,339.279998779297,329.390014648438,330.079986572266,33337600,324.799530029297
67,2021-12-02,330.299987792969,333.489990234375,327.799987792969,329.489990234375,30766000,324.218994140625
68,2021-12-03,331.989990234375,332.700012207031,318.029998779297,323.010009765625,41779300,317.842681884766
69,2021-12-06,323.950012207031,327.450012207031,319.230010986328,326.190002441406,30032600,320.971801757812
70,2021-12-07,331.640014648438,335.799987792969,330.100006103516,334.920013427734,31021900,329.562133789062
71,2021-12-08,335.309997558594,335.5,330.799987792969,334.970001220703,24761000,329.611328125
72,2021-12-09,334.410003662109,336.489990234375,332.119995117188,333.100006103516,22214200,327.771270751953
73,2021-12-10,334.980010986328,343,334.790008544922,342.540008544922,38095700,337.060211181641
74,2021-12-13,340.679992675781,343.790008544922,339.079986572266,339.399993896484,28899400,333.970428466797
75,2021-12-14,333.220001220703,334.640014648438,324.109985351562,328.339996337891,44438700,323.087371826172
76,2021-12-15,328.609985351562,335.190002441406,324.5,334.649993896484,35381100,329.296478271484
77,2021-12-16,335.709991455078,336.760009765625,323.019989013672,324.899993896484,35034800,319.702423095703
78,2021-12-17,320.880004882812,324.920013427734,317.25,323.799987792969,47750300,318.620025634766
79,2021-12-20,320.049987792969,322.799987792969,317.570007324219,319.910003662109,28326500,314.792297363281
80,2021-12-21,323.290008544922,327.730010986328,319.799987792969,327.290008544922,24740600,322.05419921875
81,2021-12-22,328.299987792969,333.609985351562,325.75,333.200012207031,24831500,327.869659423828
82,2021-12-23,332.75,336.390014648438,332.730010986328,334.690002441406,19617800,329.335876464844
83,2021-12-27,335.459991455078,342.480010986328,335.429992675781,342.450012207031,19947000,336.9716796875
84,2021-12-28,343.149993896484,343.809997558594,340.320007324219,341.25,15661500,335.790924072266
85,2021-12-29,341.299987792969,344.299987792969,339.679992675781,341.950012207031,15042000,336.479705810547
86,2021-12-30,341.910003662109,343.130004882812,338.820007324219,339.320007324219,15994500,333.891784667969
87,2021-12-31,338.510009765625,339.359985351562,335.850006103516,336.320007324219,18000800,330.939758300781
88,2022-01-03,335.350006103516,338,329.779998779297,334.75,28865100,329.394866943359
89,2022-01-04,334.829986572266,335.200012207031,326.119995117188,329.010009765625,32674300,323.746643066406
90,2022-01-05,325.859985351562,326.070007324219,315.980010986328,316.380004882812,40054300,311.318786621094
91,2022-01-06,313.149993896484,318.700012207031,311.489990234375,313.880004882812,39646100,308.858734130859
92,2022-01-07,314.149993896484,316.5,310.089996337891,314.040008544922,32720000,309.016174316406
93,2022-01-10,309.489990234375,314.720001220703,304.690002441406,314.269989013672,44289500,309.242462158203
94,2022-01-11,313.380004882812,316.609985351562,309.890014648438,314.980010986328,29386800,309.941131591797
95,2022-01-12,319.670013427734,323.410003662109,317.079986572266,318.269989013672,34372200,313.178497314453
96,2022-01-13,320.470001220703,320.880004882812,304,304.799987792969,45366000,299.923980712891
97,2022-01-14,304.25,310.820007324219,303.75,310.200012207031,39846400,305.237640380859
98,2022-01-18,304.070007324219,309.799987792969,301.739990234375,302.649993896484,42333200,297.808380126953
99,2022-01-19,306.290008544922,313.910003662109,302.700012207031,303.329986572266,45933900,298.477508544922
100,2022-01-20,309.070007324219,311.649993896484,301.140014648438,301.600006103516,35380700,296.775207519531
101,2022-01-21,302.690002441406,304.109985351562,295.609985351562,296.029998779297,57984400,291.294281005859
102,2022-01-24,292.200012207031,297.109985351562,276.049987792969,296.369995117188,85731500,291.628845214844
103,2022-01-25,291.519989013672,294.989990234375,285.170013427734,288.489990234375,72848600,283.874877929688
104,2022-01-26,307.989990234375,308.5,293.029998779297,296.709991455078,90428900,291.96337890625
105,2022-01-27,302.660003662109,307.299987792969,297.929992675781,299.839996337891,53481300,295.043304443359
106,2022-01-28,300.230010986328,308.480010986328,294.450012207031,308.260009765625,49743700,303.328674316406
107,2022-01-31,308.950012207031,312.380004882812,306.369995117188,310.980010986328,46444500,306.005157470703
108,2022-02-01,310.410003662109,310.630004882812,305.130004882812,308.760009765625,40950400,303.820648193359
109,2022-02-02,309.630004882812,315.119995117188,308.880004882812,313.459991455078,36636000,308.445434570312
110,2022-02-03,309.489990234375,311.230010986328,299.959991455078,301.25,43730000,296.430786132812
111,2022-02-04,300.209991455078,308.799987792969,299.970001220703,305.940002441406,35096500,301.045745849609
112,2022-02-07,306.170013427734,307.839996337891,299.899993896484,300.950012207031,28533300,296.135589599609
113,2022-02-08,301.25,305.559997558594,299.950012207031,304.559997558594,32421200,299.687805175781
114,2022-02-09,309.869995117188,311.929992675781,307.390014648438,311.209991455078,31284700,306.231475830078
115,2022-02-10,304.040008544922,309.119995117188,300.700012207031,302.380004882812,45386200,297.542724609375
116,2022-02-11,303.190002441406,304.290008544922,294.220001220703,295.040008544922,39175600,290.320129394531
117,2022-02-14,293.769989013672,296.760009765625,291.350006103516,295,36359500,290.28076171875
118,2022-02-15,300.010009765625,300.799987792969,297.019989013672,300.470001220703,27058300,295.663238525391
119,2022-02-16,298.369995117188,300.869995117188,293.679992675781,299.5,29982100,295.318206787109
120,2022-02-17,296.359985351562,296.799987792969,290,290.730010986328,32461600,286.670654296875
121,2022-02-18,293.049987792969,293.859985351562,286.309997558594,287.929992675781,34264000,283.909698486328
122,2022-02-22,285,291.540008544922,284.5,287.720001220703,41736100,283.70263671875
123,2022-02-23,290.179992675781,291.700012207031,280.100006103516,280.269989013672,37811200,276.356628417969
124,2022-02-24,272.510009765625,295.160003662109,271.519989013672,294.589996337891,56989700,290.476715087891
125,2022-02-25,295.140014648438,297.630004882812,291.649993896484,297.309997558594,32546700,293.158721923828
126,2022-02-28,294.309997558594,299.140014648438,293,298.790008544922,34627500,294.618103027344
127,2022-03-01,296.399993896484,299.970001220703,292.149993896484,294.950012207031,31217800,290.831726074219
128,2022-03-02,295.359985351562,301.470001220703,293.700012207031,300.190002441406,31873000,295.998504638672
129,2022-03-03,302.890014648438,303.130004882812,294.049987792969,295.920013427734,27314500,291.788177490234
130,2022-03-04,294.290008544922,295.660003662109,287.170013427734,289.859985351562,32356500,285.812744140625
131,2022-03-07,288.529998779297,289.690002441406,278.529998779297,278.910003662109,43157200,275.015625
132,2022-03-08,277.799987792969,283.959991455078,270,275.850006103516,48159500,271.998382568359
133,2022-03-09,283.440002441406,289.600006103516,280.779998779297,288.5,35204500,284.471771240234
134,2022-03-10,283.019989013672,286.600006103516,280.579986572266,285.589996337891,30628000,281.602416992188
135,2022-03-11,287.959991455078,289.510009765625,279.429992675781,280.070007324219,27209300,276.159454345703
136,2022-03-14,280.339996337891,285.399993896484,275.820007324219,276.440002441406,30660700,272.580139160156
137,2022-03-15,280.350006103516,287.820007324219,278.730010986328,287.149993896484,34245100,283.140625
138,2022-03-16,289.109985351562,294.570007324219,283.200012207031,294.390014648438,37826300,290.279510498047
139,2022-03-17,293.290008544922,295.609985351562,289.369995117188,295.220001220703,30816600,291.097930908203
140,2022-03-18,295.369995117188,301,292.730010986328,300.429992675781,43390600,296.235137939453
141,2022-03-21,298.890014648438,300.140014648438,294.899993896484,299.160003662109,28351200,294.98291015625
142,2022-03-22,299.799987792969,305,298.769989013672,304.059997558594,27599700,299.814483642578
143,2022-03-23,300.510009765625,303.230010986328,297.720001220703,299.489990234375,25715400,295.308227539062
144,2022-03-24,299.140014648438,304.200012207031,298.320007324219,304.100006103516,24484500,299.853912353516
145,2022-03-25,305.230010986328,305.5,299.290008544922,303.679992675781,22566500,299.439788818359
146,2022-03-28,304.329986572266,310.799987792969,304.329986572266,310.700012207031,29578200,306.361755371094
147,2022-03-29,313.910003662109,315.820007324219,309.049987792969,315.410003662109,30393400,311.006011962891
148,2022-03-30,313.760009765625,315.950012207031,311.579986572266,313.859985351562,28163600,309.477630615234
149,2022-03-31,313.899993896484,315.140014648438,307.890014648438,308.309997558594,33422100,304.005126953125
150,2022-04-01,309.369995117188,310.130004882812,305.540008544922,309.420013427734,27110500,305.099639892578
151,2022-04-04,310.089996337891,315.109985351562,309.709991455078,314.970001220703,24289600,310.572143554688
152,2022-04-05,313.269989013672,314.869995117188,309.869995117188,310.880004882812,23156700,306.539276123047
153,2022-04-06,305.190002441406,307,296.709991455078,299.5,40110400,295.318206787109
154,2022-04-07,296.660003662109,303.649993896484,296.350006103516,301.369995117188,31411200,297.162048339844
155,2022-04-08,300.440002441406,301.119995117188,296.279998779297,296.970001220703,24361900,292.823486328125
156,2022-04-11,291.790008544922,292.609985351562,285,285.260009765625,34569300,281.276977539062
157,2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.059997558594,30966700,278.121643066406
158,2022-04-13,282.730010986328,288.579986572266,281.299987792969,287.619995117188,21907200,283.60400390625
159,2022-04-14,288.089996337891,288.309997558594,279.320007324219,279.829986572266,28221600,275.922790527344
160,2022-04-18,278.910003662109,282.459991455078,278.339996337891,280.519989013672,20778000,276.603149414062
161,2022-04-19,279.380004882812,286.170013427734,278.410003662109,285.299987792969,22297700,281.31640625
162,2022-04-20,289.399993896484,289.700012207031,285.369995117188,286.359985351562,22906700,282.361572265625
163,2022-04-21,288.579986572266,293.299987792969,280.059997558594,280.809997558594,29454600,276.889099121094
164,2022-04-22,281.679992675781,283.200012207031,273.380004882812,274.029998779297,29405800,270.203765869141
165,2022-04-25,273.290008544922,281.109985351562,270.769989013672,280.720001220703,35678900,276.800415039062
166,2022-04-26,277.5,278.359985351562,270,270.220001220703,46518400,266.446990966797
167,2022-04-27,282.100006103516,290.970001220703,279.160003662109,283.220001220703,63477700,279.265441894531
168,2022-04-28,285.190002441406,290.980010986328,281.459991455078,289.630004882812,33646600,285.585968017578
169,2022-04-29,288.609985351562,289.880004882812,276.5,277.519989013672,37073900,273.645050048828
170,2022-05-02,277.709991455078,284.940002441406,276.220001220703,284.470001220703,35151100,280.497985839844
171,2022-05-03,283.959991455078,284.130004882812,280.149993896484,281.779998779297,25978600,277.845581054688
172,2022-05-04,282.589996337891,290.880004882812,276.730010986328,289.980010986328,33599300,285.931060791016
173,2022-05-05,285.540008544922,286.350006103516,274.339996337891,277.350006103516,43260400,273.477478027344
174,2022-05-06,274.809997558594,279.25,271.269989013672,274.730010986328,37780300,270.894012451172
175,2022-05-09,270.059997558594,272.359985351562,263.320007324219,264.579986572266,47726000,260.885711669922
176,2022-05-10,271.690002441406,273.75,265.070007324219,269.5,39336400,265.737030029297
177,2022-05-11,265.679992675781,271.359985351562,259.299987792969,260.549987792969,48975900,256.911987304688
178,2022-05-12,257.690002441406,259.880004882812,250.020004272461,255.350006103516,51033800,251.784606933594
179,2022-05-13,257.350006103516,263.040008544922,255.350006103516,261.119995117188,34925100,257.474060058594
180,2022-05-16,259.959991455078,265.820007324219,255.779998779297,261.5,32550900,257.848754882812
181,2022-05-17,266.109985351562,268.329986572266,262.459991455078,266.820007324219,28828800,263.094482421875
182,2022-05-18,263,263.600006103516,252.770004272461,254.080001831055,31356000,251.115844726562
183,2022-05-19,253.899993896484,257.670013427734,251.880004882812,253.139999389648,32692300,250.186813354492
184,2022-05-20,257.239990234375,258.540008544922,246.440002441406,252.559997558594,39199300,249.613586425781
185,2022-05-23,255.490005493164,261.5,253.429992675781,260.649993896484,33175400,257.609191894531
186,2022-05-24,257.890014648438,261.329986572266,253.5,259.619995117188,29043900,256.591217041016
187,2022-05-25,258.140014648438,264.579986572266,257.130004882812,262.519989013672,28547900,259.457366943359
188,2022-05-26,262.269989013672,267.109985351562,261.429992675781,265.899993896484,25002100,262.797912597656
189,2022-05-27,268.480010986328,273.339996337891,267.559997558594,273.239990234375,26910800,270.052337646484
190,2022-05-31,272.529998779297,274.769989013672,268.929992675781,271.869995117188,37827700,268.698303222656
191,2022-06-01,275.200012207031,277.690002441406,270.040008544922,272.420013427734,25292200,269.241882324219
192,2022-06-02,264.450012207031,274.649993896484,261.600006103516,274.579986572266,44008200,271.376708984375
193,2022-06-03,270.309997558594,273.450012207031,268.410003662109,270.019989013672,28059000,266.869873046875
194,2022-06-06,272.059997558594,274.179992675781,267.220001220703,268.75,22400300,265.61474609375
195,2022-06-07,266.640014648438,273.130004882812,265.940002441406,272.5,22860700,269.320983886719
196,2022-06-08,271.709991455078,273,269.609985351562,270.410003662109,17372300,267.255340576172
197,2022-06-09,267.779998779297,272.709991455078,264.630004882812,264.790008544922,26439700,261.700927734375
198,2022-06-10,260.579986572266,260.579986572266,252.529998779297,252.990005493164,31422800,250.038558959961
199,2022-06-13,245.110000610352,249.020004272461,241.529998779297,242.259994506836,46135800,239.433746337891
200,2022-06-14,243.860000610352,245.740005493164,241.509994506836,244.490005493164,28651500,241.637725830078
201,2022-06-15,248.309997558594,255.300003051758,246.419998168945,251.759994506836,33111700,248.822906494141
202,2022-06-16,245.979995727539,247.419998168945,243.020004272461,244.970001220703,33169200,242.112121582031
203,2022-06-17,244.699996948242,250.5,244.029998779297,247.649993896484,43084800,244.760864257812
204,2022-06-21,250.259994506836,254.75,249.509994506836,253.740005493164,29928300,250.779846191406
205,2022-06-22,251.889999389648,257.170013427734,250.369995117188,253.130004882812,25939900,250.176956176758
206,2022-06-23,255.570007324219,259.369995117188,253.630004882812,258.859985351562,25861400,255.840103149414
207,2022-06-24,261.809997558594,267.980010986328,261.720001220703,267.700012207031,33923200,264.576965332031
208,2022-06-27,268.209991455078,268.299987792969,263.279998779297,264.890014648438,24615100,261.799774169922
209,2022-06-28,263.980010986328,266.910003662109,256.320007324219,256.480010986328,27295500,253.487854003906
210,2022-06-29,257.589996337891,261.970001220703,255.759994506836,260.260009765625,20069800,257.223785400391
211,2022-06-30,257.049987792969,259.529998779297,252.899993896484,256.829986572266,31730900,253.833770751953
212,2022-07-01,256.390014648438,259.769989013672,254.610000610352,259.579986572266,22837700,256.551666259766
213,2022-07-05,256.160003662109,262.980010986328,254.740005493164,262.850006103516,22941000,259.783508300781
214,2022-07-06,263.75,267.989990234375,262.399993896484,266.209991455078,23824400,263.104309082031
215,2022-07-07,265.119995117188,269.059997558594,265.019989013672,268.399993896484,20859900,265.268798828125
216,2022-07-08,264.790008544922,268.100006103516,263.290008544922,267.660003662109,19658800,264.537414550781
217,2022-07-11,265.649993896484,266.529998779297,262.179992675781,264.510009765625,19455200,261.424194335938
218,2022-07-12,265.880004882812,265.940002441406,252.039993286133,253.669998168945,35868500,250.710632324219
219,2022-07-13,250.190002441406,253.550003051758,248.110000610352,252.720001220703,29497400,249.771713256836
220,2022-07-14,250.570007324219,255.139999389648,245.940002441406,254.080001831055,25102800,251.115844726562
221,2022-07-15,255.720001220703,260.369995117188,254.770004272461,256.720001220703,29774100,253.725067138672
222,2022-07-18,259.75,260.839996337891,253.300003051758,254.25,20975000,251.283874511719
223,2022-07-19,257.579986572266,259.720001220703,253.679992675781,259.529998779297,25012600,256.502258300781
224,2022-07-20,259.899993896484,264.869995117188,258.910003662109,262.269989013672,22788300,259.210296630859
225,2022-07-21,259.790008544922,264.890014648438,257.029998779297,264.839996337891,22404700,261.750305175781
226,2022-07-22,265.239990234375,265.329986572266,259.070007324219,260.359985351562,21881300,257.322540283203
227,2022-07-25,261,261.5,256.809997558594,258.829986572266,21056000,255.810440063477
228,2022-07-26,259.859985351562,259.880004882812,249.570007324219,251.899993896484,39348000,248.961288452148
229,2022-07-27,261.160003662109,270.049987792969,258.850006103516,268.739990234375,45994000,265.604797363281
230,2022-07-28,269.75,277.839996337891,267.869995117188,276.410003662109,33459300,273.185363769531
231,2022-07-29,277.700012207031,282,276.630004882812,280.739990234375,32152800,277.46484375
232,2022-08-01,277.820007324219,281.279998779297,275.839996337891,278.010009765625,21539600,274.766693115234
233,2022-08-02,276,277.890014648438,272.380004882812,274.820007324219,22754200,271.613891601562
234,2022-08-03,276.760009765625,283.5,276.609985351562,282.470001220703,23518900,279.174621582031
235,2022-08-04,281.799987792969,283.799987792969,280.170013427734,283.649993896484,18098700,280.340881347656
236,2022-08-05,279.149993896484,283.649993896484,278.679992675781,282.910003662109,16774600,279.609558105469
237,2022-08-08,284.049987792969,285.920013427734,279.320007324219,280.320007324219,18739200,277.049743652344
238,2022-08-09,279.640014648438,283.079986572266,277.609985351562,282.299987792969,23405200,279.006622314453
239,2022-08-10,288.170013427734,289.809997558594,286.940002441406,289.160003662109,24687800,285.786651611328
240,2022-08-11,290.850006103516,291.209991455078,286.510009765625,287.019989013672,20065900,283.671569824219
241,2022-08-12,288.480010986328,291.910003662109,286.940002441406,291.910003662109,22619700,288.504486083984
242,2022-08-15,291,294.179992675781,290.109985351562,293.470001220703,18085700,290.046295166016
243,2022-08-16,291.989990234375,294.040008544922,290.420013427734,292.709991455078,18102900,289.295166015625
244,2022-08-17,289.739990234375,293.350006103516,289.470001220703,291.320007324219,18253400,288.532562255859
245,2022-08-18,290.190002441406,291.910003662109,289.079986572266,290.170013427734,17186200,287.3935546875
246,2022-08-19,288.899993896484,289.25,285.559997558594,286.149993896484,20570000,283.412017822266
247,2022-08-22,282.079986572266,282.459991455078,277.220001220703,277.75,25061100,275.092376708984
248,2022-08-23,276.440002441406,278.859985351562,275.399993896484,276.440002441406,17527400,273.794921875
249,2022-08-24,275.410003662109,277.230010986328,275.109985351562,275.790008544922,18137000,273.151153564453
250,2022-08-25,277.329986572266,279.019989013672,274.519989013672,278.850006103516,16583400,276.181884765625
251,2022-08-26,279.079986572266,280.339996337891,267.980010986328,268.089996337891,27549300,265.524810791016
252,2022-08-29,265.850006103516,267.399993896484,263.850006103516,265.230010986328,20338500,262.692199707031
253,2022-08-30,266.670013427734,267.049987792969,260.660003662109,262.970001220703,22767100,260.453796386719
254,2022-08-31,265.390014648438,267.109985351562,261.329986572266,261.470001220703,24791800,258.968170166016
255,2022-09-01,258.869995117188,260.890014648438,255.410003662109,260.399993896484,23263400,257.908416748047
256,2022-09-02,261.700012207031,264.739990234375,254.470001220703,256.059997558594,22855400,253.609909057617
257,2022-09-06,256.200012207031,257.829986572266,251.940002441406,253.25,21328200,250.826812744141
258,2022-09-07,254.699996948242,258.829986572266,253.220001220703,258.089996337891,24126700,255.620483398438
259,2022-09-08,257.510009765625,260.429992675781,254.789993286133,258.519989013672,20319900,256.04638671875
260,2022-09-09,260.5,265.230010986328,260.290008544922,264.459991455078,22084700,261.929504394531
261,2022-09-12,265.779998779297,267.450012207031,265.160003662109,266.649993896484,18747700,264.098602294922
262,2022-09-13,258.839996337891,260.399993896484,251.589996337891,251.990005493164,33353300,249.578872680664
263,2022-09-14,253.529998779297,254.229995727539,249.860000610352,252.220001220703,23913000,249.806671142578
264,2022-09-15,249.770004272461,251.399993896484,244.020004272461,245.380004882812,31530900,243.032135009766
265,2022-09-16,244.259994506836,245.300003051758,242.059997558594,244.740005493164,39791800,242.398254394531
266,2022-09-19,242.470001220703,245.139999389648,240.850006103516,244.520004272461,26826900,242.180328369141
267,2022-09-20,242.070007324219,243.509994506836,239.639999389648,242.449996948242,26660300,240.130142211914
268,2022-09-21,244.270004272461,247.660003662109,238.899993896484,238.949996948242,28625600,236.663635253906
269,2022-09-22,237.869995117188,243.860000610352,237.570007324219,240.979995727539,31061200,238.674209594727
270,2022-09-23,239.539993286133,241.130004882812,235.199996948242,237.919998168945,34176000,235.643493652344
271,2022-09-26,237.050003051758,241.449996948242,236.899993896484,237.449996948242,27694200,235.177993774414
272,2022-09-27,239.979995727539,241.800003051758,234.5,236.410003662109,27018700,234.14794921875
273,2022-09-28,236.809997558594,242.330001831055,234.729995727539,241.070007324219,29029700,238.76335144043
274,2022-09-29,238.889999389648,239.949996948242,234.410003662109,237.5,27484200,235.227523803711
275,2022-09-30,238.289993286133,240.539993286133,232.729995727539,232.899993896484,35694800,230.671524047852
276,2022-10-03,235.410003662109,241.610000610352,234.660003662109,240.740005493164,28880400,238.4365234375
277,2022-10-04,245.089996337891,250.360000610352,244.979995727539,248.880004882812,34888400,246.498641967773
278,2022-10-05,245.990005493164,250.580001831055,244.100006103516,249.199996948242,20347100,246.815567016602
279,2022-10-06,247.929992675781,250.339996337891,246.080001831055,246.789993286133,20239900,244.428619384766
280,2022-10-07,240.899993896484,241.320007324219,233.169998168945,234.240005493164,37769600,231.998733520508
281,2022-10-10,233.050003051758,234.559997558594,226.729995727539,229.25,29743600,227.056457519531
282,2022-10-11,227.619995117188,229.059997558594,224.110000610352,225.410003662109,30474000,223.253204345703
283,2022-10-12,225.399993896484,227.860000610352,223.960006713867,225.75,21903900,223.589950561523
284,2022-10-13,219.850006103516,236.100006103516,219.130004882812,234.240005493164,42551800,231.998733520508
285,2022-10-14,235.539993286133,237.240005493164,228.339996337891,228.559997558594,30198600,226.373046875
286,2022-10-17,235.820007324219,238.960006713867,235.139999389648,237.529998779297,28142300,235.257217407227
287,2022-10-18,243.240005493164,243.929992675781,235.369995117188,238.5,26329600,236.21794128418
288,2022-10-19,237.039993286133,239.610000610352,234.289993286133,236.479995727539,19985700,234.217269897461
289,2022-10-20,235.770004272461,241.309997558594,234.869995117188,236.149993896484,21811000,233.890426635742
290,2022-10-21,234.740005493164,243,234.5,242.119995117188,26299700,239.803314208984
291,2022-10-24,243.759994506836,247.839996337891,241.300003051758,247.25,24911200,244.884231567383
292,2022-10-25,247.259994506836,251.039993286133,245.830001831055,250.660003662109,34775500,248.261581420898
293,2022-10-26,231.169998168945,238.300003051758,230.059997558594,231.320007324219,82543200,229.106658935547
294,2022-10-27,231.039993286133,233.690002441406,225.779998779297,226.75,40424600,224.580352783203
295,2022-10-28,226.240005493164,236.600006103516,226.050003051758,235.869995117188,40647700,233.61311340332
296,2022-10-31,233.759994506836,234.919998168945,231.149993896484,232.130004882812,28357300,229.908905029297
