"Indx","Call_ContractID","Call_Bid","Call_Ask","Call_Vol","Call_OI","Call_PrChg","Call_PrChgPct","Call_LastTrTime","Call_LastPr","Call_ImplVol","Call_ITM","Strike","Put_ITM","Put_ImplVol","Put_LastPr","Put_LastTrTime","Put_PrChgPct","Put_PrChg","Put_OI","Put_Vol","Put_Ask","Put_Bid","Put_ContractID"
24,"MSFT230915C00225000",0,0,1,0,0,0,2023-08-24 15:32:55,97.22,1e-05,TRUE,225,FALSE,0.2500075,0.02,2023-08-25 15:03:33,0,0,0,17,0,0,"MSFT230915P00225000"
25,"MSFT230915C00230000",0,0,1,0,0,0,2023-08-18 10:05:42,83.7,1e-05,TRUE,230,FALSE,0.2500075,0.02,2023-08-25 15:04:01,0,0,0,20,0,0,"MSFT230915P00230000"
26,"MSFT230915C00235000",0,0,3,0,0,0,2023-08-22 13:40:38,89.06,1e-05,TRUE,235,FALSE,0.2500075,0.04,2023-08-25 09:48:39,0,0,0,1,0,0,"MSFT230915P00235000"
27,"MSFT230915C00240000",0,0,1,0,0,0,2023-08-24 12:35:26,83.01,1e-05,TRUE,240,FALSE,0.2500075,0.04,2023-08-25 13:51:18,0,0,0,4,0,0,"MSFT230915P00240000"
28,"MSFT230915C00245000",0,0,4,0,0,0,2023-08-25 14:53:31,79.1,1e-05,TRUE,245,FALSE,0.2500075,0.05,2023-08-25 13:51:31,0,0,0,1,0,0,"MSFT230915P00245000"
29,"MSFT230915C00250000",0,0,2,0,0,0,2023-08-25 12:42:08,71.92,1e-05,TRUE,250,FALSE,0.2500075,0.05,2023-08-25 15:31:52,0,0,0,251,0,0,"MSFT230915P00250000"
30,"MSFT230915C00255000",0,0,17,0,0,0,2023-08-24 12:00:45,67.5,1e-05,TRUE,255,FALSE,0.2500075,0.08,2023-08-25 12:48:18,0,0,0,6,0,0,"MSFT230915P00255000"
31,"MSFT230915C00260000",0,0,26,0,0,0,2023-08-25 14:15:01,63,1e-05,TRUE,260,FALSE,0.2500075,0.08,2023-08-25 15:52:06,0,0,0,9,0,0,"MSFT230915P00260000"
32,"MSFT230915C00265000",0,0,16,0,0,0,2023-08-25 15:54:40,58.55,1e-05,TRUE,265,FALSE,0.12500875,0.1,2023-08-25 14:58:04,0,0,0,49,0,0,"MSFT230915P00265000"
33,"MSFT230915C00270000",0,0,41,0,0,0,2023-08-25 15:49:45,54.2,1e-05,TRUE,270,FALSE,0.12500875,0.14,2023-08-25 15:33:31,0,0,0,32,0,0,"MSFT230915P00270000"
34,"MSFT230915C00275000",0,0,25,0,0,0,2023-08-25 15:54:40,48.65,1e-05,TRUE,275,FALSE,0.12500875,0.19,2023-08-25 15:59:44,0,0,0,50,0,0,"MSFT230915P00275000"
35,"MSFT230915C00280000",0,0,16,0,0,0,2023-08-25 14:38:18,44.69,1e-05,TRUE,280,FALSE,0.12500875,0.27,2023-08-25 15:54:14,0,0,0,88,0,0,"MSFT230915P00280000"
36,"MSFT230915C00285000",0,0,46,0,0,0,2023-08-25 13:20:16,37.05,1e-05,TRUE,285,FALSE,0.12500875,0.34,2023-08-25 15:58:27,0,0,0,158,0,0,"MSFT230915P00285000"
37,"MSFT230915C00287500",0,0,49,0,0,0,2023-08-25 15:50:30,36.95,1e-05,TRUE,287.5,FALSE,0.12500875,0.43,2023-08-25 15:54:21,0,0,0,256,0,0,"MSFT230915P00287500"
38,"MSFT230915C00290000",0,0,54,0,0,0,2023-08-25 15:16:28,34.8,1e-05,TRUE,290,FALSE,0.12500875,0.49,2023-08-25 15:47:52,0,0,0,465,0,0,"MSFT230915P00290000"
39,"MSFT230915C00292500",0,0,64,0,0,0,2023-08-25 15:55:59,32.25,1e-05,TRUE,292.5,FALSE,0.12500875,0.61,2023-08-25 14:54:18,0,0,0,23,0,0,"MSFT230915P00292500"
40,"MSFT230915C00295000",0,0,66,0,0,0,2023-08-25 15:43:25,29.95,1e-05,TRUE,295,FALSE,0.062509375,0.71,2023-08-25 15:55:48,0,0,0,420,0,0,"MSFT230915P00295000"
41,"MSFT230915C00297500",0,0,39,0,0,0,2023-08-25 15:56:00,27.55,1e-05,TRUE,297.5,FALSE,0.062509375,0.92,2023-08-25 15:54:40,0,0,0,82,0,0,"MSFT230915P00297500"
42,"MSFT230915C00300000",0,0,170,0,0,0,2023-08-25 15:38:16,25.3,1e-05,TRUE,300,FALSE,0.062509375,1.04,2023-08-25 15:58:15,0,0,0,875,0,0,"MSFT230915P00300000"
43,"MSFT230915C00302500",0,0,12,0,0,0,2023-08-25 15:47:04,23.15,1e-05,TRUE,302.5,FALSE,0.062509375,1.27,2023-08-25 15:36:01,0,0,0,201,0,0,"MSFT230915P00302500"
44,"MSFT230915C00305000",0,0,95,0,0,0,2023-08-25 15:54:46,20.1,1e-05,TRUE,305,FALSE,0.062509375,1.62,2023-08-25 15:59:30,0,0,0,526,0,0,"MSFT230915P00305000"
45,"MSFT230915C00307500",0,0,76,0,0,0,2023-08-25 15:43:25,18.75,1e-05,TRUE,307.5,FALSE,0.062509375,2.07,2023-08-25 15:54:52,0,0,0,771,0,0,"MSFT230915P00307500"
46,"MSFT230915C00310000",0,0,138,0,0,0,2023-08-25 15:33:47,17.05,1e-05,TRUE,310,FALSE,0.0312596875,2.39,2023-08-25 15:59:11,0,0,0,652,0,0,"MSFT230915P00310000"
47,"MSFT230915C00312500",0,0,221,0,0,0,2023-08-25 15:50:30,14.55,1e-05,TRUE,312.5,FALSE,0.0312596875,2.93,2023-08-25 15:58:37,0,0,0,323,0,0,"MSFT230915P00312500"
48,"MSFT230915C00315000",0,0,687,0,0,0,2023-08-25 15:58:27,12.89,1e-05,TRUE,315,FALSE,0.0312596875,3.55,2023-08-25 15:58:44,0,0,0,2002,0,0,"MSFT230915P00315000"
49,"MSFT230915C00317500",0,0,455,0,0,0,2023-08-25 15:55:34,10.95,1e-05,TRUE,317.5,FALSE,0.01563484375,4.28,2023-08-25 15:58:27,0,0,0,805,0,0,"MSFT230915P00317500"
50,"MSFT230915C00320000",0,0,1124,0,0,0,2023-08-25 15:59:48,9.2,1e-05,TRUE,320,FALSE,0.007822421875,5.25,2023-08-25 15:59:30,0,0,0,1797,0,0,"MSFT230915P00320000"
51,"MSFT230915C00322500",0,0,745,0,0,0,2023-08-25 15:59:56,7.8,1e-05,TRUE,322.5,FALSE,0.00196310546875,6.15,2023-08-25 15:57:08,0,0,0,451,0,0,"MSFT230915P00322500"
52,"MSFT230915C00325000",0,0,2926,0,0,0,2023-08-25 15:59:21,6.5,0.007822421875,FALSE,325,TRUE,1e-05,7.45,2023-08-25 15:59:30,0,0,0,672,0,0,"MSFT230915P00325000"
53,"MSFT230915C00327500",0,0,566,0,0,0,2023-08-25 15:55:34,5.35,0.01563484375,FALSE,327.5,TRUE,1e-05,8.65,2023-08-25 15:59:08,0,0,0,347,0,0,"MSFT230915P00327500"
54,"MSFT230915C00330000",0,0,1201,0,0,0,2023-08-25 15:59:22,4.35,0.0312596875,FALSE,330,TRUE,1e-05,10.5,2023-08-25 15:53:40,0,0,0,518,0,0,"MSFT230915P00330000"
55,"MSFT230915C00332500",0,0,296,0,0,0,2023-08-25 15:59:05,3.5,0.0312596875,FALSE,332.5,TRUE,1e-05,12.1,2023-08-25 15:59:52,0,0,0,185,0,0,"MSFT230915P00332500"
56,"MSFT230915C00335000",0,0,790,0,0,0,2023-08-25 15:59:59,2.71,0.0312596875,FALSE,335,TRUE,1e-05,13.75,2023-08-25 15:59:24,0,0,0,123,0,0,"MSFT230915P00335000"
57,"MSFT230915C00337500",0,0,811,0,0,0,2023-08-25 15:58:47,2.18,0.0312596875,FALSE,337.5,TRUE,1e-05,15.65,2023-08-25 15:38:23,0,0,0,48,0,0,"MSFT230915P00337500"
58,"MSFT230915C00340000",0,0,1165,0,0,0,2023-08-25 15:59:38,1.7,0.062509375,FALSE,340,TRUE,1e-05,18.35,2023-08-25 15:54:59,0,0,0,274,0,0,"MSFT230915P00340000"
59,"MSFT230915C00342500",0,0,760,0,0,0,2023-08-25 15:41:41,1.33,0.062509375,FALSE,342.5,TRUE,1e-05,20.15,2023-08-25 15:52:05,0,0,0,110,0,0,"MSFT230915P00342500"
60,"MSFT230915C00345000",0,0,1355,0,0,0,2023-08-25 15:58:55,1.05,0.062509375,FALSE,345,TRUE,1e-05,22.2,2023-08-25 15:56:53,0,0,0,176,0,0,"MSFT230915P00345000"
61,"MSFT230915C00350000",0,0,1392,0,0,0,2023-08-25 15:59:45,0.65,0.062509375,FALSE,350,TRUE,1e-05,27,2023-08-25 15:55:21,0,0,0,40,0,0,"MSFT230915P00350000"
62,"MSFT230915C00355000",0,0,657,0,0,0,2023-08-25 15:57:18,0.44,0.062509375,FALSE,355,TRUE,1e-05,31.85,2023-08-25 15:14:33,0,0,0,6,0,0,"MSFT230915P00355000"
63,"MSFT230915C00360000",0,0,296,0,0,0,2023-08-25 15:52:28,0.29,0.12500875,FALSE,360,TRUE,1e-05,40.94,2023-08-25 10:49:34,0,0,0,5,0,0,"MSFT230915P00360000"
64,"MSFT230915C00365000",0,0,407,0,0,0,2023-08-25 15:57:18,0.21,0.12500875,FALSE,365,TRUE,1e-05,35.78,2023-08-24 10:04:55,0,0,0,7,0,0,"MSFT230915P00365000"
65,"MSFT230915C00370000",0,0,402,0,0,0,2023-08-25 15:59:30,0.15,0.12500875,FALSE,370,TRUE,1e-05,50.17,2023-08-25 10:56:32,0,0,0,4,0,0,"MSFT230915P00370000"
66,"MSFT230915C00375000",0,0,588,0,0,0,2023-08-25 15:54:47,0.11,0.12500875,FALSE,375,TRUE,1e-05,54.05,2023-08-16 15:37:02,0,0,0,2801,0,0,"MSFT230915P00375000"
67,"MSFT230915C00380000",0,0,143,0,0,0,2023-08-25 15:47:37,0.08,0.12500875,FALSE,380,TRUE,1e-05,59.15,2023-08-16 15:06:08,0,0,0,2290,0,0,"MSFT230915P00380000"
68,"MSFT230915C00385000",0,0,159,0,0,0,2023-08-25 15:51:56,0.06,0.12500875,FALSE,385,TRUE,1e-05,60.27,2023-08-23 09:34:54,0,0,0,1,0,0,"MSFT230915P00385000"
69,"MSFT230915C00390000",0,0,24,0,0,0,2023-08-25 15:17:19,0.05,0.12500875,FALSE,390,TRUE,1e-05,68.13,2023-08-21 14:10:48,0,0,0,1,0,0,"MSFT230915P00390000"
70,"MSFT230915C00395000",0,0,4,0,0,0,2023-08-25 12:48:11,0.03,0.12500875,FALSE,395,TRUE,1e-05,66.25,2023-08-23 14:17:00,0,0,0,5,0,0,"MSFT230915P00395000"
71,"MSFT230915C00400000",0,0,40,0,0,0,2023-08-25 14:32:56,0.02,0.2500075,FALSE,400,TRUE,1e-05,72.35,2023-08-23 15:38:49,0,0,0,1,0,0,"MSFT230915P00400000"
72,"MSFT230915C00405000",0,0,7,0,0,0,2023-08-25 15:29:45,0.02,0.2500075,FALSE,405,TRUE,1e-05,77.37,2023-08-23 15:38:49,0,0,0,1,0,0,"MSFT230915P00405000"
73,"MSFT230915C00410000",0,0,32,0,0,0,2023-08-25 13:07:30,0.01,0.2500075,FALSE,410,TRUE,1e-05,86.57,2023-08-22 12:37:06,0,0,0,75,0,0,"MSFT230915P00410000"
74,"MSFT230915C00415000",0,0,3,0,0,0,2023-08-25 15:52:06,0.01,0.2500075,FALSE,415,TRUE,0.670169313964844,78.55,2023-07-26 15:09:47,0,0,0,58,93.2,90.15,"MSFT230915P00415000"
75,"MSFT230915C00420000",0,0,4,0,0,0,2023-08-25 10:55:00,0.01,0.2500075,FALSE,420,TRUE,0.66992517578125,82.35,2023-07-27 11:31:42,0,0,0,1,98,95.15,"MSFT230915P00420000"
76,"MSFT230915C00425000",0,0,3,0,0,0,2023-08-25 10:53:19,0.01,0.2500075,FALSE,425,TRUE,0.665042412109375,90.94,2023-07-26 15:09:47,0,0,0,53,102.8,100.9,"MSFT230915P00425000"
77,"MSFT230915C00430000",0,0,352,0,0,0,2023-08-25 14:40:43,0.01,0.2500075,FALSE,430,TRUE,1e-05,101.6,2023-08-23 14:15:52,0,0,0,9,0,0,"MSFT230915P00430000"
78,"MSFT230915C00435000",0,0,26,0,0,0,2023-08-25 14:40:21,0.01,0.2500075,FALSE,435,TRUE,1e-05,113.3,2023-08-16 15:46:14,0,0,0,6,0,0,"MSFT230915P00435000"
79,"MSFT230915C00440000",0,0,1,0,0,0,2023-08-24 11:47:21,0.01,0.2500075,FALSE,440,TRUE,0.871827453613281,104.13,2023-07-26 15:28:31,0,0,0,17,118.95,115.1,"MSFT230915P00440000"
80,"MSFT230915C00445000",0,0,162,0,0,0,2023-08-17 14:20:43,0.01,0.2500075,FALSE,445,TRUE,0.5507857421875,109.13,2023-07-26 15:28:35,0,0,0,8,123.95,120.25,"MSFT230915P00445000"
81,"MSFT230915C00450000",0,0,405,0,0,0,2023-08-25 14:40:31,0.01,0.2500075,FALSE,450,TRUE,1e-05,126.23,2023-08-22 10:31:46,0,0,0,162,0,0,"MSFT230915P00450000"
82,"MSFT230915C00455000",0,0,25,0,0,0,2023-08-17 11:07:03,0.01,0.2500075,FALSE,455,TRUE,1e-05,130.53,2023-08-22 10:28:29,0,0,0,4,0,0,"MSFT230915P00455000"
83,"MSFT230915C00460000",0,0,1,0,0,0,2023-08-21 15:45:27,0.01,0.2500075,FALSE,460,TRUE,1e-05,140.15,2023-08-21 12:32:11,0,0,0,1,0,0,"MSFT230915P00460000"
84,"MSFT230915C00465000",0,0,3,0,0,0,2023-08-16 15:15:56,0.01,0.2500075,FALSE,465,TRUE,1e-05,126.55,2023-07-05 13:34:44,0,0,0,NA,139,135.2,"MSFT230915P00465000"
85,"MSFT230915C00470000",0,0,4,0,0,0,2023-08-22 15:38:36,0.01,0.2500075,FALSE,470,TRUE,1e-05,147.48,2023-08-22 15:29:57,0,0,0,2,0,0,"MSFT230915P00470000"
86,"MSFT230915C00475000",0,0,100,0,0,0,2023-08-15 15:55:01,0.01,0.2500075,FALSE,475,TRUE,1e-05,152.48,2023-08-16 15:46:06,0,0,0,NA,0,0,"MSFT230915P00475000"
87,"MSFT230915C00480000",0,0,1,0,0,0,2023-08-14 10:31:57,0.01,0.2500075,FALSE,480,TRUE,1e-05,157.48,2023-08-16 15:46:08,0,0,0,NA,0,0,"MSFT230915P00480000"
88,"MSFT230915C00485000",0,0,51,0,0,0,2023-08-14 10:42:24,0.01,0.2500075,FALSE,485,TRUE,1e-05,162.65,2023-08-16 15:46:11,0,0,0,22,0,0,"MSFT230915P00485000"
89,"MSFT230915C00490000",0,0,81,0,0,0,2023-08-14 10:30:36,0.01,0.2500075,FALSE,490,TRUE,1e-05,167.67,2023-08-16 15:46:11,0,0,0,217,0,0,"MSFT230915P00490000"
90,"MSFT230915C00495000",0,0,52,0,0,0,2023-08-14 12:43:26,0.01,0.500005,FALSE,495,TRUE,1e-05,168.32,2023-08-23 10:06:36,0,0,0,4,0,0,"MSFT230915P00495000"
91,"MSFT230915C00500000",0,0,627,0,0,0,2023-08-14 12:37:40,0.01,0.500005,FALSE,500,TRUE,1e-05,176.6,2023-08-16 14:39:22,0,0,0,145,0,0,"MSFT230915P00500000"
92,"MSFT230915C00505000",0,0,12,0,0,0,2023-08-23 09:39:22,0.01,0.500005,FALSE,505,TRUE,1e-05,181.5,2023-08-16 14:39:22,0,0,0,NA,0,0,"MSFT230915P00505000"
93,"MSFT230915C00510000",0,0,98,0,0,0,2023-08-14 10:29:55,0.01,0.500005,FALSE,510,TRUE,1e-05,186.15,2023-08-16 14:39:22,0,0,0,NA,0,0,"MSFT230915P00510000"
94,"MSFT230915C00515000",0,0,118,0,0,0,2023-08-14 10:29:18,0.01,0.500005,FALSE,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"MSFT230915C00520000",0,0,9,0,0,0,2023-08-23 09:39:29,0.01,0.500005,FALSE,520,TRUE,1e-05,172.75,2023-07-25 11:15:29,0,0,0,NA,196.45,195.6,"MSFT230915P00520000"
96,"MSFT230915C00525000",0,0,3,0,0,0,2023-08-07 10:30:04,0.01,0.500005,FALSE,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"MSFT230915C00530000",0,0,3,0,0,0,2023-08-07 10:21:44,0.01,0.500005,FALSE,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"MSFT230915C00535000",0,2.13,3,8,0,0,2023-07-25 15:57:55,0.13,1.13940859985352,FALSE,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"MSFT230915C00540000",0,0,15,0,0,0,2023-08-01 13:25:41,0.02,0.500005,FALSE,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
